name,company,address,country,website,additional_info,page_number
VELVETY,"Velvety Manufaktur GmbH
12, Lothringenstraße
4501 Neuhofen an der Krems
Austria","We, Velvety Manufaktur, love to create fresh, handmade, creative bath additives and solid cosmetics at the highest level.  For the lovers from all over the world, we make our products in  with the biggest attention to detail

Our basic recipe is freshness, handmade and the highest quality of our ingredients. In our handmade products we process only high-quality care oils, combined with exquisite fragrance oils, finest cocoa butter and nourishing shea butter. Through perfected handwork, we give our products an individual ""twist"" that opens up all possibilities for creativity. 

For the sake of the environment and biodiversity, we create our products completely WITHOUT ADDING PALM OIL.

For our customers, business partners, employees and the company itself, we strive for economic efficiency and ecological sustainability.

For a fresh soft silky skin with surprising sensual experiences - Velvety!",Austria,www.velvety.eu,"Velvety Manufaktur GmbH
12, Lothringenstraße
4501 Neuhofen an der Krems
Austriawww.velvety.euWe, Velvety Manufaktur, love to create fresh, handmade, creative bath additives and solid cosmetics at the highest level.  For the lovers from all over the world, we make our products in Austria with the biggest attention to detail

Our basic recipe is freshness, handmade and the highest quality of our ingredients. In our handmade products we process only high-quality care oils, combined with exquisite fragrance oils, finest cocoa butter and nourishing shea butter. Through perfected handwork, we give our products an individual ""twist"" that opens up all possibilities for creativity. 

For the sake of the environment and biodiversity, we create our products completely WITHOUT ADDING PALM OIL.

For our customers, business partners, employees and the company itself, we strive for economic efficiency and ecological sustainability.

For a fresh soft silky skin with surprising sensual experiences - Velvety!",11
V MAGIC BIO,"V MAGIC CO LTD
NO 54, ZHULUN ST, 
ZHONGSHAN DIST, TAIPEI CITY
104 TAIWAN",,,https://www.vmagicshop.com,"V MAGIC CO LTD
NO 54, ZHULUN ST, 
ZHONGSHAN DIST, TAIPEI CITY
104 TAIWANhttps://www.vmagicshop.com",11
VEMAL INTIM,"Livondo GmbH premium healthcare
Kurt-Schumacher-Straße 22
53113 Bonn
Germany",https://vemal.de,,https://livondo.com,"Livondo GmbH premium healthcare
Kurt-Schumacher-Straße 22
53113 Bonn
Germanyhttps://livondo.comhttps://vemal.de",12
VETIA FLORIS,"Skin Concept AG / Medena AG
Industriestrasse 16
8910 Affoltern am Albis
Switzerland","www.medena.ch Skin Concept AG is as an ideas factory and a pioneer for innovative beauty and skin care products. The company was founded in 2008 and is seated in Affoltern a. A. in . 

All brands developed resp. produced by Skin Concept are ""made in "" and based on high quality. Customer satisfaction is the company's highest priority. In order to achieve it, we commit ourselves to dermatologically tested products, renewable active substances as well as sustainable production processes. As a result, Skin Concept works exclusively with ISO certified partners, for example Medena AG. 

Well thought-out and convincing product lines paired with Swiss reliability and creativity as a driving force enable the lasting success of Skin Concept AG and its partners.",Switzerland,www.vetiafloris.ch,"Skin Concept AG / Medena AG
Industriestrasse 16
8910 Affoltern am Albis
Switzerlandwww.vetiafloris.chwww.medena.chSkin Concept AG is as an ideas factory and a pioneer for innovative beauty and skin care products. The company was founded in 2008 and is seated in Affoltern a. A. in Switzerland. 

All brands developed resp. produced by Skin Concept are ""made in Switzerland"" and based on high quality. Customer satisfaction is the company's highest priority. In order to achieve it, we commit ourselves to dermatologically tested products, renewable active substances as well as sustainable production processes. As a result, Skin Concept works exclusively with ISO certified partners, for example Medena AG. 

Well thought-out and convincing product lines paired with Swiss reliability and creativity as a driving force enable the lasting success of Skin Concept AG and its partners.",12
VETIA MARE,"Skin Concept AG / Medena AG
Industriestrasse 16
8910 Affoltern am Albis
Switzerland","Skin Concept AG is as an ideas factory and a pioneer for innovative beauty and skin care products. The company was founded in 2008 and is seated in Affoltern a. A. in . 

All brands developed resp. produced by Skin Concept are ""made in "" and based on high quality. Customer satisfaction is the company's highest priority. In order to achieve it, we commit ourselves to dermatologically tested products, renewable active substances as well as sustainable production processes. As a result, Skin Concept works exclusively with ISO certified partners, for example Medena AG. 

Well thought-out and convincing product lines paired with Swiss reliability and creativity as a driving force enable the lasting success of Skin Concept AG and its partners.",Switzerland,www.medena.ch,"Skin Concept AG / Medena AG
Industriestrasse 16
8910 Affoltern am Albis
Switzerlandwww.medena.chSkin Concept AG is as an ideas factory and a pioneer for innovative beauty and skin care products. The company was founded in 2008 and is seated in Affoltern a. A. in Switzerland. 

All brands developed resp. produced by Skin Concept are ""made in Switzerland"" and based on high quality. Customer satisfaction is the company's highest priority. In order to achieve it, we commit ourselves to dermatologically tested products, renewable active substances as well as sustainable production processes. As a result, Skin Concept works exclusively with ISO certified partners, for example Medena AG. 

Well thought-out and convincing product lines paired with Swiss reliability and creativity as a driving force enable the lasting success of Skin Concept AG and its partners.",12
VITABASE,"Aromalife AG
Bahnhofstrasse 37
3427 Utzenstorf
Switzerland",,,http://www.aromalife.ch,"Aromalife AG
Bahnhofstrasse 37
3427 Utzenstorf
Switzerlandhttp://www.aromalife.ch",12
VITAMAGIC,"Water & Salt AG
Grabenstrasse 25
6340 Baar
Switzerland",,,https://water-salt.com/en/,"Water & Salt AG
Grabenstrasse 25
6340 Baar
Switzerlandhttps://water-salt.com/en/",12
VIVI VERDE COOP,"Coop Italia 
Via del Lavoro 6/8 
40033 Casalecchio di Reno (BO)
Italy","Third party manufacturers:
Co.ind.s.c.
Via Noalese Sud, 47
30033 Noale - Venezia, http://www.coind.it DIVA INTERNATIONAL SRL
Via dell'Industria, 7
06038 Spello (PG) http://www.divaint.it Gala srl 
via A.Cicognani 11/N
47121 Forlì (FC) https://www.galacosmetici.com",Italy,https://www.coop.it/il-prodotto-coop/cura-della-persona,"Coop Italia 
Via del Lavoro 6/8 
40033 Casalecchio di Reno (BO)
Italyhttps://www.coop.it/il-prodotto-coop/cura-della-personaThird party manufacturers:
Co.ind.s.c.
Via Noalese Sud, 47
30033 Noale - Venezia, 
Italyhttp://www.coind.itDIVA INTERNATIONAL SRL
Via dell'Industria, 7
06038 Spello (PG)
Italyhttp://www.divaint.itGala srl 
via A.Cicognani 11/N
47121 Forlì (FC) 
Italyhttps://www.galacosmetici.com",12
VOM ACHTERHOF,"Blank's GmbH & Co. KG
Achterhofweg 1
26670 Uplengen
Germany","Third party manufacturer:

Szaidel cosmetic GmbH
Fabrikstraße 9
66892 Bruchmühlbach-Miesau www.szaidel-cosmetics.de",Germany,https://vom-achterhof.de,"Blank's GmbH & Co. KG
Achterhofweg 1
26670 Uplengen
Germanyhttps://vom-achterhof.deThird party manufacturer:

Szaidel cosmetic GmbH
Fabrikstraße 9
66892 Bruchmühlbach-Miesau
Germanywww.szaidel-cosmetics.de",12
VUJO FRISCHLING,"Livondo GmbH premium healthcare
Kurt-Schumacher-Straße 22
53113 Bonn
Germany",https://vujo-frischling.de,,https://livondo.com,"Livondo GmbH premium healthcare
Kurt-Schumacher-Straße 22
53113 Bonn
Germanyhttps://livondo.comhttps://vujo-frischling.de",12
WATER & SALT,"Water & Salt AG
Grabenstrasse 25
6340 Baar
Switzerland",,,https://water-salt.com,"Water & Salt AG
Grabenstrasse 25
6340 Baar
Switzerlandhttps://water-salt.com",12
WELEDA,"Weleda AG
Dychweg 14
4144 Arlesheim
Switzerland

WELEDA BENELUX SE
Platinastraat 161
2700 AS Zoetermeer
Netherlands 

Weleda Japan Co. Ltd
1-13-6 Ebisu Shibuya-Ku
150-0013  Tokyo
Japan

Weleda S.A. 
Ramallo 2566
C1429DUR Buenos Aires
Argentina

Weleda SA 
9 rue Eugène Jung 
68330 Huningue 
France

Weleda UK Ltd
Heanor Rd
DE7 8DR Ilkeston
United Kingdom","At Weleda we have been making our products with natural and organic ingredients since 1921. We believe that nature provides us with everything we need to stay healthy and beautiful. Therefore, for the creation of the purest and most effective cosmetics, we combine our wisdom of nature with the most demanding pharmaceutical knowledge. 

Developed to promote general well-being and harmony between body and mind, our cosmetics satisfy, in turn, the needs of each skin type. Our variety of products is as wide as nature itself. We invite you to discover the most suitable cities for you!",,https://www.weleda.com/international,"Weleda AG
Dychweg 14
4144 Arlesheim
Switzerland

WELEDA BENELUX SE
Platinastraat 161
2700 AS Zoetermeer
Netherlands 

Weleda Japan Co. Ltd
1-13-6 Ebisu Shibuya-Ku
150-0013  Tokyo
Japan

Weleda S.A. 
Ramallo 2566
C1429DUR Buenos Aires
Argentina

Weleda SA 
9 rue Eugène Jung 
68330 Huningue 
France

Weleda UK Ltd
Heanor Rd
DE7 8DR Ilkeston
United Kingdomhttps://www.weleda.com/internationalAt Weleda we have been making our products with natural and organic ingredients since 1921. We believe that nature provides us with everything we need to stay healthy and beautiful. Therefore, for the creation of the purest and most effective cosmetics, we combine our wisdom of nature with the most demanding pharmaceutical knowledge. 

Developed to promote general well-being and harmony between body and mind, our cosmetics satisfy, in turn, the needs of each skin type. Our variety of products is as wide as nature itself. We invite you to discover the most suitable cities for you!",12
WELLMAX,"Votamax s.r.o. / BRAINMARKET s.r.o.
Hladnovská 83/93
712 00 Ostrava
Czech Republic",,,https://www.brainmarket.cz,"Votamax s.r.o. / BRAINMARKET s.r.o.
Hladnovská 83/93
712 00 Ostrava
Czech Republichttps://www.brainmarket.cz",12
WHITE FLAMINGO,"Birkengold GmbH
1 Baesbergstrasse
3202 Hofstetten-Grünau
Austria","https://www.birkengold.com With a young team of 10 employees, including two nutritionists, Birkengold is taking the market of sugar free and Xylitol based products to another level. 

The company was founded in 2011 by two health conscious visionaries and is still owner managed. Due to our positive attitude and conviction towards our goods and products we are currently market leader in Austria,  and Switzerland. 

We offer a unique, broad range of food and dental care products with xylitol and also supply many xylitol distributors in Europe with their varies private label products",Germany,https://white-flamingo.com,"Birkengold GmbH
1 Baesbergstrasse
3202 Hofstetten-Grünau
Austriahttps://white-flamingo.comhttps://www.birkengold.comWith a young team of 10 employees, including two nutritionists, Birkengold is taking the market of sugar free and Xylitol based products to another level. 

The company was founded in 2011 by two health conscious visionaries and is still owner managed. Due to our positive attitude and conviction towards our goods and products we are currently market leader in Austria, Germany and Switzerland. 

We offer a unique, broad range of food and dental care products with xylitol and also supply many xylitol distributors in Europe with their varies private label products",12
WILLI DUNGL,"Herbal Innovation Products GmbH
Mölker Bastei 5
1010 Wien
Austria","www.dunglwien.at/willi-dungl-phytos Third-Party Manufacturer:
PURE GREEN GmbH
Gewerbepark 17
6426 Roppen www.puregreen.at",Austria,www.willidungl.com,"Herbal Innovation Products GmbH
Mölker Bastei 5
1010 Wien
Austriawww.willidungl.comwww.dunglwien.at/willi-dungl-phytosThird-Party Manufacturer:
PURE GREEN GmbH
Gewerbepark 17
6426 Roppen
Austriawww.puregreen.at",12
XANTARA,"Xantara GmbH
Prinzregentenstraße 5
83022 Rosenheim
Germany",,,www.xantara.eu,"Xantara GmbH
Prinzregentenstraße 5
83022 Rosenheim
Germanywww.xantara.eu",12
